"title";"abstract";"cleaned_year";"author";"source";"link"
"Collaborative virtual training using force feedback devices";"Force feedback plays an important role in collaborative virtual reality environments, mainly for programmers of haptic visualization tools. Whereas a great deal of work has gone into graphical displays over the past years, little has changed on the input side. One of the problems that has slowed down development in this area is the difficulty of integrating the visualization of a scene, the interaction of the user with the scene, the feeling for the user to be immersed inside the scene, and finally, the input devices. We describe the architecture we have designed, implemented and tested for a collaborative virtual training using force feedback devices. In particular, it provides device independence and easy extensibility through a compartmentalized and multilayered model. We also present examples of how force feedback joysticks can be integrated into training exercises using our prototype.";"2004";"Rodriguês, Maria and Chaves, Ricardo and da Silva, Wagner";"Proceedings. 17th Brazilian Symposium on Computer Graphics and Image Processing";"https://doi.org/10.1109/SIBGRA.2004.1352978"
"Hapto-audio-visual environments for collaborative training of ophthalmic surgery over optical network";"This paper presents the results of a two-year project to develop a shared hapto-visual-audio-virtual environment (HAVE) with advanced multi-point video conferencing, new display and interface technologies, and distributed latency-compensated haptic technologies for collaborative medical research and training in ophthalmology. One of the goals of this project is to create collaborative training environment, in which residents can remotely learn, in real-time, cataract operations from real operations performed by teaching surgeons. The assumption of this work is that a trainee surgeon can learn the complex hand-eye coordination necessary for becoming a good ophthalmic surgeon by feeling and seeing every move the expert surgeon makes, through a complex haptic, auditory, and visual playback interface. Experimental results are presented";"2006";"Boulanger, Pierre and Wu, Guanghui and Bischof, Walter and Yang, Xing-Dong";"2006 IEEE International Workshop on Haptic Audio Visual Environments and their Applications (HAVE 2006)";"https://doi.org/10.1109/HAVE.2006.283801"
"Integrate the BlindAid system in a traditional orientation and mobility rehabilitation program";"In the process of becoming blind, newly- blinded people participate in a rehabilitation program, which includes different skills that a newly- blinded person needs to adapt as a result of his or her lost of vision. The virtual system, the BlindAid, involves active collaboration between orientation and mobility instructors from the Carroll Center for the Blind in Newton, Massachusetts and engineers and cognitive scientists at the MIT Touch Lab in Cambridge, Massachusetts. The two teams collaborated in the integration of the BlindAid system in the traditional orientation and mobility rehabilitation program. In this study we will describe the model of the integration. The three main goals of this model were to study: (1) cognitive mapping process of newly-blinded when using the virtual environment; (2) mental support of the BlindAid system to the newly- blinded; and (3) enhancement of the BlindAid system for the orientation and mobility instructors. The findings supply strong evidence that interaction with the BlindAid system by people who are newly-blinded provides a robust foundation for the participants' development of comprehensive cognitive maps of actual unknown spaces during their rehabilitation program.";"2009";"O. Lahav and D. W. Schloerb and M. A. Srinivasan";"2009 Virtual Rehabilitation International Conference";"https://doi.org/10.1109/ICVR.2009.5174202"
"Increasing the Motivation to Train Through Haptic Social Interaction – Pilot study";"Motivation is crucial in stroke rehabilitation, as it enhances patient engagement, adherence, and recovery. Robots can be employed to improve motivation through multiplayer rehabilitation games, which allow patients to collaborate and interact in a virtual environment through multimodal sensory cues. This social interaction can provide social support and increase motivation, resulting in better therapy engagement. A hand rehabilitation robot (PLUTO) was used to investigate the potential of social interaction to implement haptic multiplayer games. Twelve unimpaired participants (6 dyads) played in solo, collaborative, and competitive game modes. Surprisingly, no difference was found in self-reported engagement, tension, or competence between solo and multiplayer games. However, the IMI scale indicated that engagement for multiplayer games was rated higher than for solo games. The collaborative game was preferred by 10 out of 12 participants, highlighting its potential for promoting behavioural involvement and engagement. This study indicates that using PLUTO with multiplayer game modes can enhance therapy engagement. This can potentially improve rehabilitation outcomes if translated to the patient population.";"2023";"Nehrujee, Aravind and Ivanova, Ekaterina and Sujatha, S. and Balasubramanian, Sivakumar and Burdet, Etienne";"2023 International Conference on Rehabilitation Robotics (ICORR)";"https://doi.org/10.1109/ICORR58425.2023.10304751"
"MPEG Media Transport (MMT) for 3D Tele-Immersion Systems";"3D Tele-Immersion (3DTI) environments are a new medium for highly interactive and immersive means of collaborations through a shared virtual 3D environment. They have many applications in the areas of education, entertainment, sports training, tele-medicine etc. The data in these systems are multi-modal, some high volume, some high frequency and all highly correlated. We identify three major challenges in a general 3DTI system, session management, synchronization and data format conversion. We discuss the shortcomings of some of the existing protocols/solutions to them. We describe some features relevant to 3DTI of the MPEG Media Transport (MMT) standard. In this paper we evaluate the use of MMT in a 3DTI application. We provide a feature comparison with the most popular protocols currently being used in such applications, RTP, RTSP, TCP and UDP etc. MPEG DASH was another protocol that was being considered, but that also fails to fully address some of the challenges that 3DTI applications face. Through this comparison study we advocate the use of MMT in 3DTI applications.";"2014";"K. Venkatraman and S. Vellingiri and B. Prabhakaran and N. Nguyen";"2014 IEEE International Symposium on Multimedia";"https://doi.org/10.1109/ISM.2014.65"
"Performance related energy exchange in haptic human-human interaction in a shared virtual object manipulation task";"In order to enable intuitive physical interaction with autonomous robots as well as in collaborative multi-user virtual reality and tele-operation systems a deep understanding of human-human haptic interaction is required. In this paper the effect of haptic interaction in single and dyadic conditions is investigated. Furthermore, an energy-based framework suitable for the analysis of the underlying processes is introduced. A pursuit tracking task experiment is performed where a virtual object is manipulated, jointly by two humans and alone. The performance in terms of the root-mean-square tracking error is improved in dyadic compared to individual conditions, even though the virtual object mass is reduced to one half in the latter. Our results indicate that the interacting partners benefit from role distributions which can be associated with different energy flows.";"2009";"D. Feth and R. Groten and A. Peer and S. Hirche and M. Buss";"World Haptics 2009 - Third Joint EuroHaptics conference and Symposium on Haptic Interfaces for Virtual Environment and Teleoperator Systems";"https://doi.org/10.1109/WHC.2009.4810854"
"Maneuverability and grasping experiments in teleoperation of nonholonomic/twin-armed robots";"Three sets of human factors experiments are carried out to evaluate the effectiveness of a number of new control strategies in teleoperation of nonholonomic mobile and/or dual-arm robots. First, a single operator's performance in maneuvering a nonholonomic slave robot is assessed. Another single operator experiment in remote grasping using a dual-arm two-master/two-slave configuration is then performed. The controllers used in these single-operator experiments are then combined and re-evaluated under a dual-operator teleoperation task involving both mobile base motion and object grasping. The cooperative teleoperation control experiments employed a custom-built mobile twin-armed robotic platform with multiple camera viewpoints. The results show that the use of a 3DOF master with position mapping and reflection of the nonholonomic constraint would improve maneuverability of a nonholonomic mobile slave/base compared to approaches employing a 2DOF master interface. More specifically, the task-completion-time and unintentional contacts/collisions decrease. In the twin-armed grasping experiments, the application of the so called “soft” constraints via passive semi-autonomous control reduces task-completion-time and unwanted block drops in a block grasping/stacking task.";"2012";"P. Malysz and S. Sirouspoury";"2012 IEEE Haptics Symposium (HAPTICS)";"https://doi.org/10.1109/HAPTIC.2012.6183792"
"Quantifying and Improving User Quality of Experience in Immersive Tele-Rehabilitation";"3D Tele-Immersion (3DTI) environments are emerging as a new medium for human interactions and collaborations in the areas of education, sports training, physical medicine and rehabilitation. By adding a tactile element to a visually centered 3DTI environment, such applications can be made even more engaging. But it also opens up a few challenges in terms of fusing the visual and tactile data streams in a synchronous way. In this paper we describe a 3DTI Tele-Rehabilitation system with Microsoft Kinect cameras and hap tic devices. We describe some of the challenges we face in providing as well as quantifying a good quality of experience (QoE) in this system. We propose a set of solutions that: (i) improve the user's QoE (by using multi-modal prediction for handling latencies, better synchronization that accounts for the global state of the system, etc.), (ii) quantify the QoE (by designing a controlled virtual environment and by defining appropriate user QoE metrics for immersive tele-rehabilitation). The experimental results show a marked improvement in the performance of the system, consequently improving the user-experience. This is also verified by the results of the user performance study.";"2014";"Venkatraman, Karthik and Raghuraman, Suraj and Tian, Yuan and Prabhakaran, Balakrishnan and Nahrstedt, Klara and Annaswamy, Thiru";"2014 IEEE International Symposium on Multimedia";"https://doi.org/10.1109/ISM.2014.64"
"Haptic Interfaces for Wheelchair Navigation in the Built Environment";"A number of countries have recently introduced legislation aimed at ending discrimination against disabled people; in the United Kingdom the Disability Discrimination Act (1995) provides the disabled community with new employment and access rights. The intention of the act is to help those who rely on wheelchairs for mobility and who frequently find that not all buildings provide conditions suited to easy access. Central to these new rights will be an obligation for employers and organizations to provide premises that do not disadvantage the disabled. This work reports on the development of instrumentation that allows wheelchair navigation within virtual buildings and can assist architects in identifying the needs of wheel-chair users at an early design stage. Central to this project has been the need to provide a platform that can accommodate a range of wheelchair types and will map intended wheelchair motion into a virtual space. This interface must have the capacity to provide feedback to the user reflecting constraints present in the physical world, including changes in floor surface characteristics, gradients, and collisions. Integrating visual and nonvisual sensory feedback correlating to the physical effort of wheelchair propulsion has been found to augment the perception of self-motion within the virtual world and so can create an effective instrument for use in the study of wheelchair accessibility within the built environment. This project represents a collaborative effort between architects and bioengineers engaged in research related to platform design, construction, and interfacing, while testing and evaluation has been accomplished with the assistance of user groups.";"2004";"C. S. Harrison and M. Grant and B. A. Conway";"Presence";"https://doi.org/10.1162/1054746042545265"
"Foundational elements of next generation cyber physical and IoT frameworks for distributed collaboration";"This paper discusses the foundational elements for Next Generation frameworks based on the emerging principles and technologies in the context of distributed collaboration in two diverse fields (manufacturing and surgery). The Next Generation `smart' collaborative frameworks discussed in this paper are influenced by several emerging fields and technologies; these include Advanced Virtual Reality and Haptic (Touch) based technologies to support collaborative interactions among distributed users along with emerging practices based on Internet of Things (IoT), Cyber Physical Systems (CPS), Cloud Computing and Future Internet networking approaches. The foundational elements revolve around 3 key facets of Information Centric Engineering (ICE) which include Modeling, Simulation and Exchange (MSE) of Information. We discuss the creation of such IoT based cyber physical frameworks using these MSE elements for two of these domains: one is advanced manufacturing; the other is the field of medical surgical training. The design of such IoT based Cyber Physical frameworks is discussed along with implementation aspects of two advanced Test Beds.";"2017";"Cecil, J. and Cecil-Xavier, Aaron and Gupta, Avinash";"2017 13th IEEE Conference on Automation Science and Engineering (CASE)";"https://doi.org/10.1109/COASE.2017.8256200"
"Homography-Based Cooperative Teleoperation With Partial Pose Synchronization";"This article presents a passivity-based shared control for a multirobot teleoperation system to perform extravehicular assembly tasks. At the remote site, an eye-in-hand camera is integrated with three manipulators that cooperatively drive a customized tool. A haptic device at the local site allows a human operator to intervene when necessary via bilateral teleoperation. To enable intuitive user control, a homography-based method seamlessly integrates visual servoing and operator input to guide the remote camera. To accommodate different peg geometries and enable adaptive tool actuation, a partial pose synchronization method decouples roll from the other pose dimensions. It allows each manipulator to independently actuate a gripper by rotating its end-effector frame around the roll axis, without interfering with cooperative motion in position, pitch, and yaw. In addition, to minimize undesired internal forces, we formulate and solve a passivity-constrained interaction wrench optimization problem that enhances stability. The proposed control ensures smooth transitions between autonomous and teleoperated modes, supporting flexible human intervention. Theoretical analysis and experimental validation confirm the system’s stability and effectiveness in achieving precise, robust, and responsive multirobot teleoperation for complex space assembly tasks.";"2025";"Y. Yang and B. Xu and L. Zhu and Y. Zhang and J. Wu and G. Song and P. Huang and A. Song";"IEEE Transactions on Systems, Man, and Cybernetics: Systems";"https://doi.org/10.1109/TSMC.2025.3623449"
"Networking Architecture and Key Supporting Technologies for Human Digital Twin in Personalized Healthcare: A Comprehensive Survey";"Digital twin (DT), referring to a promising technique to digitally and accurately represent actual physical entities, has attracted explosive interests from both academia and industry. One typical advantage of DT is that it can be used to not only virtually replicate a system’s detailed operations but also analyze the current condition, predict the future behavior, and refine the control optimization. Although DT has been widely implemented in various fields, such as smart manufacturing and transportation, its conventional paradigm is limited to embody non-living entities, e.g., robots and vehicles. When adopted in human-centric systems, a novel concept, called human digital twin (HDT) has thus been proposed. Particularly, HDT allows in silico representation of individual human body with the ability to dynamically reflect molecular status, physiological status, emotional and psychological status, as well as lifestyle evolutions. These prompt the expected application of HDT in personalized healthcare (PH), which can facilitate the remote monitoring, diagnosis, prescription, surgery and rehabilitation, and hence significantly alleviate the heavy burden on the traditional healthcare system. However, despite the large potential, HDT faces substantial research challenges in different aspects, and becomes an increasingly popular topic recently. In this survey, with a specific focus on the networking architecture and key technologies for HDT in PH applications, we first discuss the differences between HDT and the conventional DTs, followed by the universal framework and essential functions of HDT. We then analyze its design requirements and challenges in PH applications. After that, we provide an overview of the networking architecture of HDT, including data acquisition layer, data communication layer, computation layer, data management layer and data analysis and decision making layer. Besides reviewing the key technologies for implementing such networking architecture in detail, we conclude this survey by presenting future research directions of HDT.";"2024";"J. Chen and C. Yi and S. D. Okegbile and J. Cai and X. Shen";"IEEE Communications Surveys & Tutorials";"https://doi.org/10.1109/COMST.2023.3308717"
"A multi-layer approach for interactive path planning control";"This work considers path-planning processes for manipulation tasks such as assembly, maintenance or disassembly in a Virtual Reality (VR) context. The approach consists in providing a collaborative system associating a user immersed in VR and an automatic path planning process. It is based on semantic, topological and geometric representations of the environment and the planning process is split in two phases: coarse and fine planning. The automatic planner suggests a path to the user and guides him trough a haptic device. The user can escape from the proposed solution if he wants to explore a possible better way. In this case, the interactive system detects the user's intention in real-time and computes a new path starting from the user's guess. Experiments illustrate the different aspects of the approach: multi-representation of the environment, path planning process, user's intent prediction and control sharing.";"2014";"S. Cailhol and P. Fillatreau and J. -Y. Fourquet and Yingshen Zhao";"2014 11th International Conference on Informatics in Control, Automation and Robotics (ICINCO)";"https://doi.org/10.5220/0005055200900101"
"Exploring the Design Space for Immersive Embodiment in Dance";"There are decades of work investigating how to support users in inhabiting avatars’ bodies in immersive experiences, however we are still learning about how Virtual Reality (VR) can support people in more deeply inhabiting their own bodies. Over the course of five action research workshops, we explored the design space for how VR can support feeling embodied and generating movement within a dance context. We explored design factors and participants’ experiences within: games intended to stimulate physical movement, single player and multiplayer 3D painting, 360 live video, and custom real-time audio and visual feedback based on motion capture. We found that participants spontaneously explored collaboration including synchronous, asynchronous, remote and collocated. Where there were mismatches between visual and kinesthetic perceptions, participants explored how to recalibrate, alternate between, and integrate perceptions. Participants were compelled to explore their control of real-time effects, which led to rich movement generation as we iterated through the effects’ parameters. We present a design space that encapsulates the insights of our action research, with axes for control, collaboration, auditory and visual feedback. We discuss implications for the support of immersive embodiment in dance.";"2022";"D. Lottridge and R. Weber and E. -R. McLean and H. Williams and J. Cook and H. Bai";"2022 IEEE Conference on Virtual Reality and 3D User Interfaces (VR)";"https://doi.org/10.1109/VR51125.2022.00027"
"Creating Widely Accessible Spatial Interfaces: Mobile VR for Managing Persistent Pain";"Using widely accessible VR technologies, researchers have implemented a series of multimodal spatial interfaces and virtual environments. The results demonstrate the degree to which we can now use low-cost (for example, mobile-phone based) VR environments to create rich virtual experiences involving motion sensing, physiological inputs, stereoscopic imagery, sound, and haptic feedback. Adapting spatial interfaces to these new platforms can open up exciting application areas for VR. In this case, the application area was in-home VR therapy for patients suffering from persistent pain (for example, arthritis and cancer pain). For such therapy to be successful, a rich spatial interface and rich visual aesthetic are particularly important. So, an interdisciplinary team with expertise in technology, design, meditation, and the psychology of pain collaborated to iteratively develop and evaluate several prototype systems. The video at http://youtu.be/mMPE7itReds demonstrates how the sine wave fitting responds to walking motions, for a walking-in-place application.";"2013";"Schroeder, David and Korsakov, Fedor and Jolton, Joseph and Keefe, Francis and Haley, Alexander and Keefe, Daniel";"IEEE Computer Graphics and Applications";"https://doi.org/10.1109/MCG.2013.38"
"Cooperative control of a multi-arm system using semi-autonomous telemanipulation and adaptive impedance";"This paper addresses problems to achieve transparency and contact stability for Single Master Multi-Slave telemanipulation that consists of unconstrained and constrained motions. The adaptive bilateral control with a local force compensator is developed based on adaptive impedance control and contact force driven compensation with auto-switching functions. With a limited amount of knowledge about robotic and environment dynamics and a time-varying communication delay, the developed method guarantees good adaptive tracking performance in unconstrained motion and reduction of oscillating contacts to keep a balance of the system in constrained motion. Based on an actual haptic device and virtual robots, haptic simulations are presented to demonstrate adaptive transparency and contact stability in the presence of communication delays.";"2009";"Yushing Cheung and J. S. Chung";"2009 International Conference on Advanced Robotics";NA
"Teleoperated Single-Master-Multiple-Slave System for Cooperative Manipulations in Task Space";"In this paper, the framework of a single-master-multiple-slave nonlinear manipulator system is proposed for the remote regulation of cooperative tasks. To simultaneously implement both the teleoperation and the cooperation in the presence of time-varying delays, external disturbances and modelling uncertainties, an adaptive non-singular terminal sliding-mode (ANTSM) method is used. Through a wrench-prediction-based reference model, the master controller can be designed as a motion controller while considering the environmental wrench feedback. Additionally, as the full pose motion regulation is considered, an optimized load distribution method is used for the load allocation in 6 degrees of freedom (DOFs) and to compensate for the additional internal torque. Simulation results of a team of 3-DOF Phantom Omni haptic devices show that the designed controllers can ensure that the tracking errors are bounded and the resultant overall multi-manipulator system is stable.";"2021";"H. Shen and Y. -J. Pan and L. Wan";"2021 4th IEEE International Conference on Industrial Cyber-Physical Systems (ICPS)";"https://doi.org/10.1109/ICPS49255.2021.9468222"
"Designing an Extended Reality Application to Expand Clinic-Based Sensory Strategies for Autistic Children Requiring Substantial Support: Participation of Practitioners";"Extended Reality (XR) has already been used to support interventions for autistic children, but mainly focuses on training the socioemotional abilities of children requiring low support. To also consider children requiring substantial support, this paper examines how to design XR applications in order to expand clinic-based sensory strategies that are often used by practitioners to put them in a secure state, and how to maximize the acceptability of such applications among practitioners. To that respect, a \"Mixed Reality platform for Engagement and Relaxation of Autistic children\" was designed and developed, which allows to add audio, visual and haptic individualized or common stimuli onto reality. A first Augmented Reality freeplay use case called Magic Bubbles was created based on interviews with stakeholders and on a collaboration with three practitioners. A preliminary study with eleven practitioners confirmed its well-being potential and acceptability. XR design guidelines are finally derived.";"2021";"V. Bauer and T. Bouchara and P. Bourdot";"2021 IEEE International Symposium on Mixed and Augmented Reality Adjunct (ISMAR-Adjunct)";"https://doi.org/10.1109/ISMAR-Adjunct54149.2021.00059"
"Development of Low-Cost Surgical Simulator for Neuroendoscopy using Unity3D and HTC VIVE";"Neuroendoscopy is being utilized more frequently to treat brain tumors and hydrocephalus brought on by tumors. Neuroendoscopy is a minimally invasive operation that requires a lot of skills. Complete training is needed in hospitals to perform this procedure in the operating room. Simulators are necessary to train doctors due to the deficiency of time, resources, cost, and potential risks. With advancements in computer technology, it is becoming more common to simulate and plan surgery using a VR-based simulation. We have created and developed a surgical simulator to provide endoscopic training for the ETV procedure. A method to use multimedia capabilities for learning is to create a virtual 3D simulator using a game engine and render it using VR technology. The user-friendly collaborative environment of the Unity3D game engine offers good features. We have demonstrated how a simplex mesh depiction in a game-based simulator may effectively deform a soft body in actuality. We have successfully developed a method employing Position Based Dynamics to simulate the actual deformation of TM the cancerous brain. According to our study, the HTC Vive is a suitable VR technology for ETV training because it offers excellent precision, quick tactile feedback, a fast frame rate, and a wide field of vision. In the future, this practical tool might replace more costly training simulators.";"2022";"Fatima, Aimen and Bukhari, Faisal and Iqbal, Waheed";"2022 16th International Conference on Open Source Systems and Technologies (ICOSST)";"https://doi.org/10.1109/ICOSST57195.2022.10016865"
"HeXA: Haptic-enhanced eXtended reality framework for material-informed Architectural design";"Traditional architectural design processes are caught in sequential and isolated planning workflows, starting with pen-and-paper sketching, digitizing, visualizing for stakeholders, and refining. Only after the basic design has been established, structural engineers get involved and modify the structure, such that the design withstands all external loads. This segregated approach is driven by knowledge barriers associated with structural analysis and by lengthy feedback loops regarding structural design decisions involving finite element simulations. This paper presents research on a novel collaborative and digital design framework, labeled as HeXA, that lowers this knowledge barrier and enables all stakeholders to actively participate in structural design decisions. HeXA couples architecture, structural and material mechanics, computer science and graphics, as well as robotics in six modules: (1) a sketching interface for architectural design, (2) a geometric modeling module that translates the sketch to finite element meshes, (3) a material modeling module that predicts the mechanical properties of sustainable bio-composites, (4) a structural analysis module that assesses the mechanical performance using finite element simulations, and (5) an extended reality environment’s immersive visualization that is enhanced by (6) structural haptic feedback provided by a collaborative robot. This allows users to touch and push the envisioned structure in a virtual environment and experience realistic structural deformations provided by the robot and its arm in real-time while resulting stress fields are mapped onto the virtual structure. This way, architectural and structural design processes – particularly at the crucial early design stage – become collaborative, interactive, accessible, and responsive as demonstrated in the paper based on two use cases in theater stage design and building architecture.";"2025";"Senk, Valentin and Ghazanfari, Mohammad and Rasoulzadeh, Shervin and Vasylevska, Khrystyna and Kovacs, Balint Istvan and Mortezapoor, Soroosh and Vonach, Emanuel and Kovacic, Iva and Füssl, Josef and Kaufmann, Hannes and Königsberger, Markus";"Journal of Building Engineering";"https://doi.org/10.1016/j.jobe.2025.112707"
"DISTRIBUTED WORKSPACES";"Collaborative work over remote sites is a challenge to developers of information- and communication technology as well as to the involved workforce. New developments on cost-effective connections are providing not only vision and auditory perception but also haptic perception. Research fields for improving remote collaboration are discussed. Social aspects as new requirements on the employees of networked and extended enterprises are considered.";"2006";"Erbe, Heinz-H.";"12th IFAC Symposium on Information Control Problems in Manufacturing";"https://doi.org/10.3182/20060517-3-FR-2903.00142"
"Enhancing Human-AI perceptual alignment through visual-haptic feedback system for autonomous drones";"Artificial Intelligence (AI) has emerged as an effective agent for controlling autonomous drones in navigation and target search tasks across various applications with minimal human intervention. Despite their advantages, significant challenges exist in aligning human operators' perceptual understanding with autonomous drone AI's assessment of environmental changes, particularly in dynamic and complex urban settings. This study addresses this issue by proposing a human-machine sensory sharing system that integrates visual and haptic feedback to enhance situational awareness, reduce cognitive load, and improve trust in the AI agent that controls the drones. By bridging the perceptual gap between humans and AI, our approach fosters a more cohesive and responsive interaction, enabling operators to make informed decisions in real-time. Through a human-subject experiment (N = 30) in a simulated urban environment, participants assessed environmental changes and adjusted drone AI parameters based on multimodal sensory feedback. Eye-tracking data were collected to evaluate cognitive load and engagement under different feedback conditions. Results show that combining visual and haptic feedback significantly enhances user performance, satisfaction, and decision-making speed, reducing perceptual misalignment between humans and AI. Participants using multimodal feedback demonstrated faster response times and higher environmental assessment accuracy than single-modality feedback. This research advances the design of intuitive human-drone interaction systems, emphasizing the role of multimodal sensory integration and physiological monitoring in improving human-machine collaboration. These findings have implications for applications in logistics, search and rescue, surveillance, and environmental monitoring, where operator engagement and performance are critical.";"2025";"Wu, Jiahao and Sun, Bowen and You, Hengxu and Du, Jing";"International Journal of Industrial Ergonomics";"https://doi.org/10.1016/j.ergon.2025.103780"
"Usability of VR-Systems in Cross-Cultural Product Development: A Case Study";"Software tools have become essential in contemporary product development. It is now commonplace to use computer-aided design (CAD) for designing and the finite element method (FEM) for confirming structural integrity. Since the year 2016, virtual reality (VR) has gained importance as a novel software tool in development departments, a compound growth of US$3.6B to over US$40B to date. Although VR is already used in design reviews, it is yet to be fully integrated into other areas. However, to increase acceptance, it is particularly important for new, versatile software tools to allow widespread use throughout the entire development process. To broaden the application spectrum of VR, this paper presents a hetero-cultural case study that shows how VR can support distributed development teams in identifying and then verifying ergonomic requirements. The test groups consist of students from Ostfalia University of Applied Sciences and Tshwane University of Technology. Once the case study concludes, proposals for forthcoming measures to further develop and utilize VR systems in the area of requirement identification will be created, and cultural discrepancies identified, including harmonies.";"2024";"Balzerkiewitz, Hans-Patrick and Dlamini, Nokulunga and Stechert, Carsten and Mpofu, Khumbulani";"34th CIRP Design Conference";"https://doi.org/10.1016/j.procir.2024.03.019"
"HUMAN-HUMAN COLLABORATION";"Collaborative work over remote sites is a challenge to developers of information- and communication technology as well as to the involved workforce. New developments on cost-effective connections are providing not only vision and auditory perception but also haptic perception. Research fields for improving remote collaboration are discussed. Social aspects as new requirements on the employees of networked and extended enterprises are considered.";"2005";"Erbe, Heinz-H.";"16th IFAC World Congress";"https://doi.org/10.3182/20050703-6-CZ-1902.01394"
"I'm not upset–I get it: Effects of co-workers' stress cues on help-seekers' social diction and empathy in telecommuting";"In both remote and physical work environments, it is commonplace for help-seeking messages to be rejected by other colleagues. This paper investigates how signifying co-workers’ stress status would influence the social diction and empathy of help-seekers in the context of rejection. 36 participants were recruited to perform help-seeking tasks with virtual co-workers via a professional mobile messaging application (Trillian). Their device was tailored with a vibrotactile mechanism (TacStatus), which could signify different emotional states of the co-workers: no-cue, relaxed, normal, and stressful. Independent sample Friedman nonparametric tests were conducted to analyze the social diction and empathy of the participants in their messages for help-seeking and responses to the co-workers’ rejection. This study revealed that stress cues have observable impacts on the social diction and empathy of help-seekers. Stressful and relaxed cues were found to evidently shape the social diction of help-seekers. When faced with a relaxed co-worker, the help-seeker felt disappointed and unaccepted after being rejected. By contrast, when confronted with a stressful cue, help-seekers tended to exhibit relatively more positive emotions after been rejected. This study attempts to reveal the mechanism through which stress cues influence professional messaging interactions and collaboration. The findings could provide implications for the design of socio-emotional cues in the context of messaging.";"2024";"Zhang, Ning and Yu, Bin and Hu, Jun and Li, Min and An, Pengcheng";"International Journal of Human-Computer Studies";"https://doi.org/10.1016/j.ijhcs.2024.103218"
"Impacts of VR 3D sketching on novice designers’ spatial cognition in collaborative conceptual architectural design";"Conventional Computer Aided Design tools lack intuitivity for being used in conceptual architectural design process. This paper identifies the impact of using a haptic based VR 3D sketching interface for integrating novice designers’ cognitions and actions to improve design creativity. This study employs protocol analysis for comparing the collective cognitive and collaborative design protocols of three pairs of novice architectural designers in both 3D and manual sketching sessions. Results show that the simple and tangible haptic based design interface improved designers’ cognitive and collaborative activities. These improvements also increased their engagement with ‘problem-space’ and ’solution-space’ that led towards more artefact maturity. Research findings from this study can help the development of cutting-edge haptic-based collaborative virtual environments in architectural education and associated professions.";"2011";"Rahimian, Farzad Pour and Ibrahim, Rahinah";"Design Studies";"https://doi.org/10.1016/j.destud.2010.10.003"
"Designing haptic icons to support collaborative turn-taking";"This paper describes research exploring the use of haptics to support users collaborating remotely in a single-user shared application. Mediation of turn-taking during remote collaboration provides a context to explore haptic affordances for background communication as well as control negotiation in remote collaboration: existing turn-taking protocols are rudimentary, lacking many communication cues available in face-to-face collaboration. We therefore designed a custom turn-taking protocol that allows users to express different levels of urgency in their request for control from a collaborator; state of control and requests are communicated by touch, with the intent of offloading visual attention. To support it, we developed a set of haptic icons, tangible stimuli to which specific meanings have been assigned. Because we required an icon set which could be utilized with specified, varying levels of intrusiveness in real attentionally challenged situations, we used a perceptually guided procedure that consisted of four steps: initial icon set design, perceptual refinement, validation of learnability and effectiveness under workload, and deployment in an application simulation. We found that our haptic icons could be learned to a high degree of accuracy in under 3min and remained identifiable even under significant cognitive workload. In an exploratory observational study comparing haptic, visual, and combined haptic and visual support for our protocol, participants overall preferred the combined multi-modal support, and in particular preferred the haptic support for control changes and the visual support for displaying state. In their control negotiation, users clearly utilized the option of requesting with graded urgency. The three major contributions in this paper are: (1) the introduction and first case study using a systematic process for refining and evaluating haptic icons for background communication in a primarily visual application; (2) the usability observed for a particular set of icons designed with that process; and (3) the introduction of an urgency-based turn-taking protocol and a comparison of haptic, visual and multi-modal support of our implementation of that protocol.";"2008";"Chan, Andrew and MacLean, Karon and McGrenere, Joanna";"International Journal of Human-Computer Studies";"https://doi.org/10.1016/j.ijhcs.2007.11.002"
"Robot-assisted shoulder arthroplasty";"Robotic assistance has demonstrated to provide value in the field of hip and knee arthroplasty. As a result, it is becoming increasingly popular. On the contrary, robot-assisted shoulder arthroplasty is in its infancy. The various commercially available robots for arthroplasty applications are quite different regarding the features they provide. For shoulder arthroplasty, the Rosa system is already available to selected users, and the Mako system will be available soon. Rosa is considered a collaborative robot that positions cutting guides and reamers as a combined effort between the robot and the surgeon; once the desired position of the guide or reamer is achieved, the robot enters static mode, and the surgeon performs the humerus osteotomy or reams the glenoid in collaboration with the robot; currently, augment preparation is not provided. Mako provides an effector end that prepares bone and uses haptic boundaries to avoid error; details on the Mako shoulder application have not been released. The main theoretical benefits of robot-assisted shoulder arthroplasty include accuracy and precision, data acquisition, and with certain robots, the promise to avoid soft-tissue injury with haptic boundaries, prepare a bone through minimally invasive or cuff-preserving exposures, and the potential for motion assessment and soft-tissue balance. The disadvantages include cost, a certain learning curve, complications related to array insertion, potential for cognitive bias, need for a larger operating room space, and the potential for malfunction. Although adoption is likely to happen in many centers, cost and space constrains may favor alternative technologies, such as mixed reality navigation, especially in ambulatory surgery centers.";"2025";"Sanchez-Sotelo, Joaquin";"JSES International";"https://doi.org/10.1016/j.jseint.2025.02.004"
